ID,Dataset,Gender,ethnicity_census,Handedness,Age,AgeMonths,LCA_SEP,weighted_mean_track,weighted_mean_aim,weighted_mean_steer,ethnicity,ethnicity_3gp
7279,SS,NA,NA,NA,4,57,Benefits but coping,0.137056836,-0.326852534,-1.267849987,NA,NA
7280,SS,NA,NA,NA,4,54,Employed not mat dep,-0.577554509,-1.007731169,-0.317423654,NA,NA
7281,SS,NA,NA,NA,4,59,Benefits but coping,-2.376579979,-2.196197973,-0.098205277,NA,NA
7282,SS,NA,NA,NA,4,59,Most dep,-0.442754637,NA,0.00683641,NA,NA
7283,SS,NA,NA,NA,4,57,Benefits but coping,-0.593681173,-1.114209302,0.18563053,NA,NA
7284,SS,NA,NA,NA,4,57,Most dep,-1.063342805,NA,-1.06460927,NA,NA
7285,SS,NA,NA,NA,5,63,Most dep,-1.41671965,-0.023030283,0.018265614,NA,NA
7286,SS,NA,NA,NA,5,62,Employed not mat dep,-0.485152517,-0.386451381,-2.868277601,NA,NA
7287,SS,NA,NA,NA,4,59,Benefits but coping,-0.465513476,NA,-0.248507233,NA,NA
7288,SS,NA,NA,NA,5,64,Benefits but coping,-1.321814526,-1.085572103,-1.193545905,NA,NA
7289,SS,NA,NA,NA,5,67,Employed no access to money,-0.109726106,-0.337441664,0.12996888,NA,NA
7290,SS,NA,NA,NA,5,61,Least dep and most educated,0.01822753,-1.462254691,-0.391626679,NA,NA
7291,SS,NA,NA,NA,4,59,Benefits but coping,-0.431823206,-1.65941244,-0.099572202,NA,NA
7292,SS,NA,NA,NA,4,54,Least dep and most educated,-0.71641972,-1.030138011,-0.28825564,NA,NA
7293,SS,NA,NA,NA,4,59,Employed not mat dep,-2.359539633,-1.147865601,-0.149445754,NA,NA
7294,SS,NA,NA,NA,5,63,Most dep,-1.403949332,-0.68717492,0.173924284,NA,NA
7295,SS,NA,NA,NA,4,58,Employed not mat dep,-0.358848314,-0.92879669,0.094403202,NA,NA
7296,SS,NA,NA,NA,4,52,Least dep and most educated,-0.036722964,-0.973037804,0.053212691,NA,NA
7297,SS,NA,NA,NA,4,53,Least dep and most educated,-0.449412163,NA,0.197456834,NA,NA
7298,SS,NA,NA,NA,5,62,Benefits but coping,-0.233891669,NA,0.064412708,NA,NA
7299,SS,NA,NA,NA,4,50,Most dep,-0.587576748,-1.689879232,-0.11934619,NA,NA
7300,SS,NA,NA,NA,4,59,Benefits but coping,-2.027158499,-0.626887802,-0.046521876,NA,NA
7301,SS,NA,NA,NA,4,57,Benefits but coping,0.128377167,-0.489775585,0.007616598,NA,NA
7302,SS,NA,NA,NA,5,60,Most dep,-0.714589871,NA,-0.899553088,NA,NA
7303,SS,NA,NA,NA,4,54,Benefits but coping,-1.231716028,NA,-4.638610954,NA,NA
7304,SS,NA,NA,NA,4,55,Least dep and most educated,-2.098305459,-3.832648381,-5.265273256,NA,NA
7305,SS,NA,NA,NA,4,52,Benefits but coping,-0.548690992,-0.668686522,0.122224582,NA,NA
7306,SS,NA,NA,NA,4,53,Benefits but coping,-0.291749949,-2.240692111,-0.235522757,NA,NA
7307,SS,NA,NA,NA,5,69,Employed not mat dep,0.332116872,-0.081331609,0.106864744,NA,NA
7308,SS,NA,NA,NA,5,61,Benefits but coping,0.035765821,-0.430021413,-0.328502145,NA,NA
7309,SS,NA,NA,NA,5,62,Employed no access to money,-0.787482684,-0.763481675,0.067855874,NA,NA
7310,SS,NA,NA,NA,4,59,Most dep,-0.705063663,-1.312125713,0.032425697,NA,NA
7311,SS,NA,NA,NA,5,60,Least dep and most educated,-1.168773864,-0.507864122,0.237782791,NA,NA
7312,SS,NA,NA,NA,4,55,Benefits but coping,0.094992067,NA,-0.060087375,NA,NA
7313,SS,NA,NA,NA,4,58,Employed not mat dep,0.267260889,NA,0.326271414,NA,NA
7314,SS,NA,NA,NA,5,62,Most dep,-0.654518482,-0.161058936,-0.046089304,NA,NA
7315,SS,NA,NA,NA,5,63,Employed not mat dep,-0.140207236,-0.41702113,0.074862452,NA,NA
7316,SS,NA,NA,NA,5,65,Benefits but coping,-0.017995108,-0.953026317,0.005342684,NA,NA
7317,SS,NA,NA,NA,4,51,Benefits but coping,-1.048325505,-1.035621407,-0.162578956,NA,NA
7318,SS,NA,NA,NA,5,64,Most dep,0.217195878,-0.324413615,-0.215153686,NA,NA
7319,SS,NA,NA,NA,5,63,Employed no access to money,-0.401199315,-0.697177122,0.162045472,NA,NA
7320,SS,NA,NA,NA,4,59,Employed no access to money,-0.960901814,-0.380565693,0.093191044,NA,NA
7321,SS,NA,NA,NA,4,56,Benefits but coping,-1.301463449,-0.421646416,-0.096471579,NA,NA
7322,SS,NA,NA,NA,5,66,Most dep,-0.330932479,NA,0.255188265,NA,NA
7323,SS,NA,NA,NA,5,63,Employed not mat dep,-0.073601433,0.085496316,-0.242914169,NA,NA
7324,SS,NA,NA,NA,4,53,Employed not mat dep,0.129373341,-1.692040637,-0.022881084,NA,NA
7325,SS,NA,NA,NA,5,62,Employed not mat dep,-0.392742984,NA,-0.023486052,NA,NA
7326,SS,NA,NA,NA,4,56,Most dep,-0.710709244,-1.510630198,-0.157341259,NA,NA
7327,SS,NA,NA,NA,5,65,Least dep and most educated,-0.617707911,NA,-0.367712366,NA,NA
7328,SS,NA,NA,NA,4,56,Benefits but coping,0.231342076,-0.376143759,0.263651072,NA,NA
7329,SS,NA,NA,NA,5,62,Benefits but coping,-1.077928417,-2.161200108,-0.794872674,NA,NA
7330,SS,NA,NA,NA,4,59,Benefits but coping,-1.094909676,-2.378311585,-2.160606843,NA,NA
7331,SS,NA,NA,NA,5,60,Least dep and most educated,-0.310785141,-0.088783401,-0.260152377,NA,NA
7332,SS,NA,NA,NA,4,55,Employed not mat dep,-0.495429676,-1.418422078,-0.419336868,NA,NA
7333,SS,NA,NA,NA,5,67,Least dep and most educated,-0.280465682,0.165883668,0.032146529,NA,NA
7334,SS,NA,NA,NA,4,55,Employed no access to money,-0.106787266,NA,-0.283300022,NA,NA
7335,SS,NA,NA,NA,4,58,Most dep,-0.489025961,-1.070176374,-0.097352155,NA,NA
7336,SS,NA,NA,NA,4,53,Employed not mat dep,-0.537715553,NA,-0.14826223,NA,NA
7337,SS,NA,NA,NA,4,59,Benefits but coping,-2.308122228,-2.897336125,-3.629647293,NA,NA
7338,SS,NA,NA,NA,4,55,Employed not mat dep,-1.120751497,NA,-0.015691763,NA,NA
7339,SS,NA,NA,NA,4,56,Least dep and most educated,-0.56076469,-1.854840023,-0.376707155,NA,NA
7340,SS,NA,NA,NA,5,64,Employed not mat dep,-0.017133121,-0.805478213,-0.147616566,NA,NA
7341,SS,NA,NA,NA,4,57,Benefits but coping,-1.625243575,-0.346961052,0.155670655,NA,NA
7342,SS,NA,NA,NA,5,64,Employed no access to money,0.262236617,-1.125012807,0.134605231,NA,NA
7343,SS,NA,NA,NA,5,70,Most dep,-0.401333738,-2.152810396,-0.611637416,NA,NA
7344,SS,NA,NA,NA,4,52,Benefits but coping,0.02633944,NA,-0.02280606,NA,NA
7345,SS,NA,NA,NA,4,57,Benefits but coping,-0.252895199,-0.449183192,0.050271683,NA,NA
7346,SS,NA,NA,NA,5,60,Employed not mat dep,-0.27253809,0.315198362,0.163565986,NA,NA
7347,SS,NA,NA,NA,5,63,Benefits but coping,0.446260151,-0.292531713,-0.200038347,NA,NA
7348,SS,NA,NA,NA,5,63,Least dep and most educated,-0.246990169,NA,0.261873223,NA,NA
7349,SS,NA,NA,NA,4,57,Least dep and most educated,-1.373603426,-0.727189876,0.038612737,NA,NA
7350,SS,NA,NA,NA,5,68,Benefits but coping,0.009517225,-0.287006615,0.083413875,NA,NA
7351,SS,NA,NA,NA,5,62,Benefits but coping,0.065245747,-0.013037717,-0.531532817,NA,NA
7352,SS,NA,NA,NA,4,58,Employed no access to money,0.129581922,0.121817349,0.278274072,NA,NA
7353,SS,NA,NA,NA,4,57,Employed not mat dep,-0.170458868,NA,-0.087128373,NA,NA
7354,SS,NA,NA,NA,4,59,Employed no access to money,-0.096283716,-0.258419893,0.296615403,NA,NA
7355,SS,NA,NA,NA,5,64,Benefits but coping,-1.137100604,-1.006940787,-0.150725128,NA,NA
7356,SS,NA,NA,NA,4,57,Benefits but coping,-1.273780448,-1.788065463,-0.713634182,NA,NA
7357,SS,NA,NA,NA,5,63,Benefits but coping,-1.27057187,NA,-0.086891708,NA,NA
7358,SS,NA,NA,NA,5,61,Least dep and most educated,-0.789634625,NA,-0.184985666,NA,NA
7359,SS,NA,NA,NA,4,55,Employed no access to money,-1.266525835,NA,-1.579831861,NA,NA
7360,SS,NA,NA,NA,4,58,Employed not mat dep,-0.347297076,-1.963815369,-0.102876006,NA,NA
7361,SS,NA,NA,NA,4,55,Employed not mat dep,0.234418708,NA,-0.399729995,NA,NA
7362,SS,NA,NA,NA,4,55,Employed not mat dep,-1.137881017,NA,-0.884384986,NA,NA
7363,SS,NA,NA,NA,5,63,Employed not mat dep,-1.12388697,0.316063771,-1.948608016,NA,NA
7364,SS,NA,NA,NA,5,64,Benefits but coping,0.256737813,0.081140627,0.212548662,NA,NA
7365,SS,NA,NA,NA,5,67,Benefits but coping,-0.530759713,NA,-0.29487011,NA,NA
7366,SS,NA,NA,NA,4,51,Employed no access to money,-0.562124596,-4.004810607,-0.916651616,NA,NA
7367,SS,NA,NA,NA,5,62,Least dep and most educated,-0.256934549,-0.762318959,-0.2627229,NA,NA
7368,SS,NA,NA,NA,5,65,Most dep,0.054964254,-0.874284933,0.095058821,NA,NA
7369,SS,NA,NA,NA,5,60,Employed not mat dep,-0.214835155,-1.115813736,-0.489784617,NA,NA
7370,SS,NA,NA,NA,5,60,Employed not mat dep,-0.061613889,-0.143912216,-0.014742216,NA,NA
7371,SS,NA,NA,NA,5,62,Benefits but coping,-0.18432582,-0.948109163,-0.088715726,NA,NA
7372,SS,NA,NA,NA,4,59,Employed no access to money,-0.5990337,-0.095414605,-0.224714711,NA,NA
7373,SS,NA,NA,NA,5,60,Least dep and most educated,-0.786531244,-0.1226048,-0.100017402,NA,NA
7374,SS,NA,NA,NA,5,62,Employed not mat dep,-0.012001877,NA,0.009902203,NA,NA
7375,SS,NA,NA,NA,4,51,Employed no access to money,-0.831252637,-2.699648958,-0.021393346,NA,NA
7376,SS,NA,NA,NA,4,53,Benefits but coping,-1.732634562,-1.027246805,0.075409531,NA,NA
7377,SS,NA,NA,NA,4,52,Benefits but coping,-1.736339335,NA,-0.484441406,NA,NA
7378,SS,NA,NA,NA,4,58,Employed no access to money,-0.728775675,-0.654649833,0.16370083,NA,NA
7379,SS,NA,NA,NA,4,56,Least dep and most educated,0.446134051,-0.908534454,-0.34430605,NA,NA
7380,SS,NA,NA,NA,5,67,Least dep and most educated,0.434078132,0.033698228,-0.18604364,NA,NA
7381,SS,NA,NA,NA,5,61,Most dep,-1.908043673,-3.019775534,-0.24898091,NA,NA
7382,SS,NA,NA,NA,4,54,Benefits but coping,-1.4421827,-2.631501319,-1.681084184,NA,NA
7383,SS,NA,NA,NA,5,68,Benefits but coping,0.078288656,-0.51604782,0.135934491,NA,NA
7384,SS,NA,NA,NA,5,69,Least dep and most educated,-0.19051587,0.155294878,0.011067578,NA,NA
7385,SS,NA,NA,NA,4,54,Benefits but coping,-0.25769211,0.202275744,0.134872511,NA,NA
7386,SS,NA,NA,NA,5,69,Benefits but coping,NA,NA,NA,NA,NA
7387,SS,NA,NA,NA,5,61,Most dep,-1.48933973,NA,0.02085706,NA,NA
7388,SS,NA,NA,NA,4,57,Benefits but coping,-3.365769786,NA,-0.019803005,NA,NA
7389,SS,NA,NA,NA,5,61,Most dep,-0.429664856,-0.383018374,0.189259553,NA,NA
7390,SS,NA,NA,NA,5,62,Most dep,-0.865082661,-2.400313703,-0.274405907,NA,NA
7391,SS,NA,NA,NA,4,59,Benefits but coping,-0.981645816,-0.536723637,0.009523238,NA,NA
7392,SS,NA,NA,NA,4,59,Employed no access to money,0.288979347,-1.004846657,0.068536097,NA,NA
7393,SS,NA,NA,NA,4,56,Employed not mat dep,-1.51510693,NA,-0.286702612,NA,NA
7394,SS,NA,NA,NA,5,63,Most dep,-0.569981721,-1.158207525,NA,NA,NA
7395,SS,NA,NA,NA,5,62,Benefits but coping,-2.525466947,NA,-23.72429539,NA,NA
7396,SS,NA,NA,NA,5,64,Employed not mat dep,-1.160442424,-0.592330904,0.061567852,NA,NA
7397,SS,NA,NA,NA,4,53,Most dep,-0.191582103,NA,-1.555702505,NA,NA
7398,SS,NA,NA,NA,4,56,Benefits but coping,-0.907656774,-2.536526437,0.074472649,NA,NA
7399,SS,NA,NA,NA,5,60,Most dep,-1.659676377,-0.156884571,0.006380184,NA,NA
7400,SS,NA,NA,NA,4,56,Benefits but coping,-0.414302826,0.170914313,-0.134395226,NA,NA
7401,SS,NA,NA,NA,4,59,Benefits but coping,-0.342367366,-0.329881709,-0.291486825,NA,NA
7402,SS,NA,NA,NA,4,54,Most dep,-2.11483461,NA,-0.971566539,NA,NA
7403,SS,NA,NA,NA,4,59,Least dep and most educated,-1.116746619,-2.334315653,-0.347846209,NA,NA
7404,SS,NA,NA,NA,4,59,Employed not mat dep,-0.842690832,-2.302693004,-0.032863341,NA,NA
7405,SS,NA,NA,NA,4,58,Least dep and most educated,0.402366813,NA,0.050728295,NA,NA
7406,SS,NA,NA,NA,5,62,Benefits but coping,0.215950555,-0.343787205,0.018255097,NA,NA
7407,SS,NA,NA,NA,4,54,Benefits but coping,-1.254075763,NA,0.290644934,NA,NA
7408,SS,NA,NA,NA,4,56,Most dep,-1.616253667,NA,-0.714528653,NA,NA
7409,SS,NA,NA,NA,4,55,Least dep and most educated,-0.414929683,-1.534242905,-0.471630096,NA,NA
7410,SS,NA,NA,NA,5,65,Benefits but coping,0.137213087,-0.23414807,-0.142046099,NA,NA
7411,SS,NA,NA,NA,4,59,Employed no access to money,-1.304892093,NA,-0.155864204,NA,NA
7412,SS,NA,NA,NA,5,62,Least dep and most educated,0.075852509,-0.409799541,-0.168588822,NA,NA
7413,SS,NA,NA,NA,4,59,Benefits but coping,-0.588328741,NA,-0.088444666,NA,NA
7414,SS,NA,NA,NA,4,58,Employed not mat dep,0.1951366,NA,0.241563673,NA,NA
7415,SS,NA,NA,NA,5,61,Employed not mat dep,-0.348083529,NA,0.295081407,NA,NA
7416,SS,NA,NA,NA,4,56,Benefits but coping,-1.116569222,-1.294055903,0.074718057,NA,NA
7417,SS,NA,NA,NA,4,59,Most dep,-2.347185453,NA,-0.565118825,NA,NA
7418,SS,NA,NA,NA,5,63,Benefits but coping,-1.585173623,-0.059654329,-0.528193055,NA,NA
7419,SS,NA,NA,NA,4,57,Benefits but coping,-1.252624005,-1.94354558,-0.939528935,NA,NA
7420,SS,NA,NA,NA,4,51,Employed no access to money,-0.666216037,NA,-1.637070046,NA,NA
7421,SS,NA,NA,NA,4,54,Employed not mat dep,NA,NA,NA,NA,NA
7422,SS,NA,NA,NA,4,58,Most dep,-0.962360888,-1.233825115,-1.055114806,NA,NA
7423,SS,NA,NA,NA,5,61,Most dep,0.333655063,-0.788959402,-0.168014569,NA,NA
7424,SS,NA,NA,NA,4,58,Employed not mat dep,-0.174244745,NA,0.257020391,NA,NA
7425,SS,NA,NA,NA,4,57,Employed no access to money,-0.575920414,-0.458392258,0.223650687,NA,NA
7426,SS,NA,NA,NA,5,60,Least dep and most educated,0.183431711,NA,-0.03129105,NA,NA
7427,SS,NA,NA,NA,5,63,Employed not mat dep,-0.462143498,-0.243745358,-0.107962045,NA,NA
7428,SS,NA,NA,NA,5,67,Employed not mat dep,0.336068384,0.047427952,-0.260521077,NA,NA
7429,SS,NA,NA,NA,5,65,Benefits but coping,-0.668632252,-1.566284941,0.15964979,NA,NA
7430,SS,NA,NA,NA,4,53,Most dep,0.160485942,NA,-0.248325157,NA,NA
7431,SS,NA,NA,NA,4,59,Benefits but coping,-3.125617387,-2.467094948,-0.079319827,NA,NA
7432,SS,NA,NA,NA,5,67,Employed no access to money,0.328585419,0.177264541,0.149966317,NA,NA
7433,SS,NA,NA,NA,4,55,Benefits but coping,0.219689422,0.96570719,-0.678298355,NA,NA
7434,SS,NA,NA,NA,5,60,Benefits but coping,-0.209710203,NA,0.111579974,NA,NA
7435,SS,NA,NA,NA,4,59,Employed not mat dep,-0.023584978,-0.865805487,-0.34460685,NA,NA
7436,SS,NA,NA,NA,4,57,Benefits but coping,0.234898329,-1.184268939,-0.290954563,NA,NA
7437,SS,NA,NA,NA,5,60,Employed not mat dep,-0.252174784,-0.887498921,0.049821304,NA,NA
7438,SS,NA,NA,NA,5,63,Benefits but coping,-0.363128238,NA,-0.150591763,NA,NA
7439,SS,NA,NA,NA,5,63,Most dep,0.169074548,-0.128709373,0.151673133,NA,NA
7440,SS,NA,NA,NA,5,65,Least dep and most educated,-0.461304526,-0.047605941,0.261382132,NA,NA
7441,SS,NA,NA,NA,5,60,Least dep and most educated,-0.158036289,0.199072911,-0.359025508,NA,NA
7442,SS,NA,NA,NA,4,58,Benefits but coping,-1.7169782,-3.047792947,-0.693539218,NA,NA
7443,SS,NA,NA,NA,5,60,Least dep and most educated,-0.122118085,-0.861865911,0.065368191,NA,NA
7444,SS,NA,NA,NA,4,59,Employed not mat dep,-1.265872024,NA,0.118950963,NA,NA
7445,SS,NA,NA,NA,5,60,Benefits but coping,-0.822938679,-0.161986915,0.408090441,NA,NA
7446,SS,NA,NA,NA,4,59,Benefits but coping,0.10212577,-0.150085833,-0.108644958,NA,NA
7447,SS,NA,NA,NA,4,49,Benefits but coping,-2.656727505,NA,-0.881284994,NA,NA
7448,SS,NA,NA,NA,4,56,Benefits but coping,-1.41262241,-0.485019083,-0.208146545,NA,NA
7449,SS,NA,NA,NA,4,59,Employed not mat dep,-0.612777155,-0.896442863,-0.75140226,NA,NA
7450,SS,NA,NA,NA,4,53,Employed no access to money,-0.974393112,NA,-0.648801947,NA,NA
7451,SS,NA,NA,NA,5,63,Benefits but coping,-1.613190448,-1.851244669,0.005143382,NA,NA
7452,SS,NA,NA,NA,5,61,Most dep,-0.624851529,NA,NA,NA,NA
7453,SS,NA,NA,NA,5,67,Least dep and most educated,0.144198524,0.184753129,0.090598957,NA,NA
7454,SS,NA,NA,NA,5,63,Benefits but coping,-0.423406687,-0.314096369,0.284457065,NA,NA
7455,SS,NA,NA,NA,5,63,Benefits but coping,-0.106192029,0.552840936,0.003306592,NA,NA
7456,SS,NA,NA,NA,4,57,Benefits but coping,-0.38079654,-0.660144379,-0.112314061,NA,NA
7457,SS,NA,NA,NA,4,58,Least dep and most educated,-0.719429825,-0.720908726,-2.029044121,NA,NA
7458,SS,NA,NA,NA,4,54,Employed not mat dep,-0.121968783,-0.072119564,0.09993364,NA,NA
7459,SS,NA,NA,NA,5,65,Least dep and most educated,0.276175602,-0.51009014,-0.056725113,NA,NA
7460,SS,NA,NA,NA,5,65,Employed no access to money,0.192260189,-0.191440501,0.29292985,NA,NA
7461,SS,NA,NA,NA,4,57,Employed not mat dep,-0.282127134,-1.189991963,0.076576999,NA,NA
7462,SS,NA,NA,NA,5,67,Benefits but coping,0.336526309,-0.244722335,-1.089145846,NA,NA
7463,SS,NA,NA,NA,5,60,Employed not mat dep,0.435273266,0.245412133,-0.483779529,NA,NA
7464,SS,NA,NA,NA,5,60,Employed no access to money,0.181314084,-0.430796097,0.220865331,NA,NA
7465,SS,NA,NA,NA,5,64,Benefits but coping,-1.669354388,-0.472988067,-0.143126674,NA,NA
7466,SS,NA,NA,NA,4,52,Benefits but coping,-1.599433246,-0.754056961,-0.418903427,NA,NA
7467,SS,NA,NA,NA,5,65,Benefits but coping,-0.728841305,NA,-0.559202916,NA,NA
7468,SS,NA,NA,NA,4,57,Most dep,-0.169828123,-0.272391576,0.014969627,NA,NA
7469,SS,NA,NA,NA,4,55,Employed not mat dep,0.058912961,NA,0.015975725,NA,NA
7470,SS,NA,NA,NA,4,59,Least dep and most educated,-0.704984916,-0.604269843,-0.130742391,NA,NA
7471,SS,NA,NA,NA,5,62,Employed not mat dep,-0.529479355,-0.784163518,-0.122342504,NA,NA
7472,SS,NA,NA,NA,4,57,Employed not mat dep,-0.439859509,-1.828144847,0.207419593,NA,NA
7473,SS,NA,NA,NA,4,57,Employed no access to money,-0.762146954,NA,0.280068276,NA,NA
7474,SS,NA,NA,NA,5,67,Employed no access to money,-0.220677311,NA,-0.425400558,NA,NA
7475,SS,NA,NA,NA,5,64,Benefits but coping,0.333465231,-0.788149761,0.211694461,NA,NA
7476,SS,NA,NA,NA,4,54,Employed not mat dep,-0.680733147,-1.420963376,0.108933127,NA,NA
7477,SS,NA,NA,NA,4,51,Employed no access to money,0.317289528,-0.15492632,0.119129563,NA,NA
7478,SS,NA,NA,NA,4,54,Most dep,0.064089865,-0.336965035,0.305190644,NA,NA
7479,SS,NA,NA,NA,5,63,Least dep and most educated,0.054938528,-0.969836844,0.143866882,NA,NA
7480,SS,NA,NA,NA,5,64,Benefits but coping,-1.373813198,-1.510834113,-0.56225899,NA,NA
7481,SS,NA,NA,NA,5,61,Employed not mat dep,0.004511799,0.344769166,0.224954674,NA,NA
7482,SS,NA,NA,NA,4,49,Employed no access to money,-1.23915651,NA,-1.245501393,NA,NA
7483,SS,NA,NA,NA,4,56,Least dep and most educated,-0.757934245,-1.341628337,-0.273344719,NA,NA
7484,SS,NA,NA,NA,5,65,Employed not mat dep,-1.281820596,NA,0.290807956,NA,NA
7485,SS,NA,NA,NA,4,55,Employed no access to money,-3.243868421,-0.755629141,-0.032706307,NA,NA
7486,SS,NA,NA,NA,5,62,Benefits but coping,0.279114349,-0.29775568,-0.113487266,NA,NA
7487,SS,NA,NA,NA,4,51,Most dep,-1.18658337,-0.905965471,0.107527592,NA,NA
7488,SS,NA,NA,NA,5,61,Benefits but coping,0.129248343,-0.382006034,-0.180929142,NA,NA
7489,SS,NA,NA,NA,4,59,Most dep,-0.420872351,-0.820242545,-0.741569855,NA,NA
7490,SS,NA,NA,NA,5,61,Employed no access to money,-1.268358244,-2.223149179,-0.539592512,NA,NA
7491,SS,NA,NA,NA,5,60,Benefits but coping,-3.514500242,-2.454433592,-1.65450989,NA,NA
7492,SS,NA,NA,NA,4,54,Benefits but coping,-2.456411289,NA,-0.978968436,NA,NA
7493,SS,NA,NA,NA,4,59,Employed not mat dep,-0.024371509,-0.832923455,-0.3827967,NA,NA
7494,SS,NA,NA,NA,4,58,Employed not mat dep,-1.357650095,-0.595355519,-0.047283443,NA,NA
7495,SS,NA,NA,NA,5,60,Least dep and most educated,-0.001664255,-1.266045982,-0.064487829,NA,NA
7496,SS,NA,NA,NA,4,55,Least dep and most educated,-1.723155499,NA,0.06162045,NA,NA
7497,SS,NA,NA,NA,5,67,Most dep,-0.830075382,NA,-2.732906536,NA,NA
7498,SS,NA,NA,NA,4,55,Most dep,-0.414903923,-0.726522384,-0.721654231,NA,NA
7499,SS,NA,NA,NA,5,64,Employed not mat dep,-1.727052487,NA,-0.907854552,NA,NA
7500,SS,NA,NA,NA,5,60,Employed no access to money,-0.615368899,-0.4319153,0.190799248,NA,NA
7501,SS,NA,NA,NA,4,56,Employed not mat dep,-0.984595946,-0.65765489,-0.009074753,NA,NA
7502,SS,NA,NA,NA,5,62,Benefits but coping,-0.252125682,-0.162901093,-0.983111451,NA,NA
7503,SS,NA,NA,NA,4,55,Most dep,-1.154104422,-2.564925114,-2.966677467,NA,NA
7504,SS,NA,NA,NA,5,63,Employed no access to money,-0.717543687,-0.178667316,-0.188775009,NA,NA
7505,SS,NA,NA,NA,4,51,Employed not mat dep,-1.54605765,-1.977645156,-0.252472922,NA,NA
7506,SS,NA,NA,NA,4,56,Employed not mat dep,0.048452575,-1.867226597,0.272473562,NA,NA
7507,SS,NA,NA,NA,4,54,Employed not mat dep,-0.169658613,0.166006487,-0.0167595,NA,NA
7508,SS,NA,NA,NA,4,58,Most dep,-0.285363855,-0.724344111,-0.049284483,NA,NA
7509,SS,NA,NA,NA,4,49,Employed no access to money,0.075435178,-0.391318726,-0.413734112,NA,NA
7510,SS,NA,NA,NA,4,53,Least dep and most educated,-1.38929326,-0.930477915,0.125747998,NA,NA
7511,SS,NA,NA,NA,5,60,Employed no access to money,-1.62948544,NA,-0.383609875,NA,NA
7512,SS,NA,NA,NA,4,58,Employed not mat dep,0.073627823,NA,-0.677416525,NA,NA
7513,SS,NA,NA,NA,4,59,Least dep and most educated,-2.544321885,NA,-0.088414626,NA,NA
7514,SS,NA,NA,NA,4,59,Least dep and most educated,-0.440231843,-0.982935893,-1.300828171,NA,NA
7515,SS,NA,NA,NA,4,51,Most dep,-0.927053051,NA,-0.609265511,NA,NA
7516,SS,NA,NA,NA,5,60,Most dep,-0.578446593,NA,-0.218633135,NA,NA
7517,SS,NA,NA,NA,4,52,Benefits but coping,0.060929904,-1.132343232,0.231055634,NA,NA
7518,SS,NA,NA,NA,5,62,Employed no access to money,-0.090716721,-0.897523222,0.06289126,NA,NA
7519,SS,NA,NA,NA,4,56,Least dep and most educated,0.096005381,-0.371388482,0.101513906,NA,NA
7520,SS,NA,NA,NA,4,58,Least dep and most educated,0.212839089,-0.314114051,0.132814061,NA,NA
7521,SS,NA,NA,NA,4,57,Employed no access to money,-4.883239024,-0.133695408,-0.232936835,NA,NA
7522,SS,NA,NA,NA,4,55,Benefits but coping,-1.763331899,-1.493332482,-0.151104619,NA,NA
7523,SS,NA,NA,NA,5,62,Least dep and most educated,-0.299075087,-0.998147014,-0.321584211,NA,NA
7524,SS,NA,NA,NA,5,61,Most dep,-2.177106767,-1.222874959,-0.177174506,NA,NA
7525,SS,NA,NA,NA,5,63,Employed no access to money,-0.517149924,NA,0.156142046,NA,NA
7526,SS,NA,NA,NA,5,68,Most dep,-0.319559253,0.13936957,-1.661977629,NA,NA
7527,SS,NA,NA,NA,4,53,Employed no access to money,-1.230880524,-0.019338079,-0.235080615,NA,NA
7528,SS,NA,NA,NA,4,57,Most dep,-0.110561623,NA,-0.854732726,NA,NA
7529,SS,NA,NA,NA,4,57,Employed not mat dep,-0.749036141,-0.622762732,-0.058746022,NA,NA
7530,SS,NA,NA,NA,5,63,Benefits but coping,-0.292229716,0.169101115,0.043662315,NA,NA
7531,SS,NA,NA,NA,5,64,Least dep and most educated,0.037296543,-0.943482769,0.111419139,NA,NA
7532,SS,NA,NA,NA,5,66,Employed not mat dep,-0.491214705,NA,-0.118078656,NA,NA
7533,SS,NA,NA,NA,5,60,Least dep and most educated,-2.439899682,-0.460751225,-0.401078081,NA,NA
7534,SS,NA,NA,NA,4,55,Benefits but coping,0.473021726,NA,-0.474655039,NA,NA
7535,SS,NA,NA,NA,4,58,Most dep,-0.198414565,-1.167179638,-0.724918593,NA,NA
7536,SS,NA,NA,NA,4,59,Employed no access to money,-0.033677188,NA,-1.26333908,NA,NA
7537,SS,NA,NA,NA,4,57,Least dep and most educated,-0.244827474,-1.279403323,-0.355823957,NA,NA
7538,SS,NA,NA,NA,5,67,Employed no access to money,0.196891317,-0.042616917,0.230030222,NA,NA
7539,SS,NA,NA,NA,5,60,Benefits but coping,-0.494893765,NA,-0.179813156,NA,NA
7540,SS,NA,NA,NA,5,62,Employed no access to money,-0.389199494,-0.108196898,-0.107987957,NA,NA
7541,SS,NA,NA,NA,4,57,Most dep,-0.139144913,-1.263032232,0.015236161,NA,NA
7542,SS,NA,NA,NA,5,61,Benefits but coping,-1.624813145,-1.427758324,-0.163782244,NA,NA
